16144,15903,16123,15832,16041,15939,15625,15900,15845,15899,15812,15865,15769,15864,15814,15960,15888,15929,15718,15869,15925,15814,15915,15820,16068,15793,15972,15776,15910,16333,15959,11261,15841,15849,15859,15795,15805,15727,15809,15828,15844,15860,15818,15819,15797,15847,15818,15808,15818,15811,15837,15858,15796,15839,15819,15531,15825,15906,15837,15785,15843,15849,15805,15825,0,1
16765,15902,16125,15840,16045,15944,15546,15906,15843,15904,15814,15859,15806,15868,15821,15963,15892,15930,15727,15876,15926,15820,15918,15834,16074,15797,15975,15782,15915,15819,15949,11265,15843,15856,15860,15794,15805,15728,15813,15823,15850,15864,15818,15823,15800,15849,15821,15806,15823,15818,15839,15864,15796,15839,15823,15516,15826,15912,15836,15786,15845,15851,15800,15826,0,220
15922,15895,16117,15828,16036,15935,15551,15900,15841,15897,15809,15862,15803,15876,15816,15958,15877,15924,15717,15866,15920,15805,15912,15819,16070,15787,15971,15778,15901,15827,15951,11261,15840,15848,15857,15791,15805,15724,15809,15833,15842,15854,15812,15819,15798,15848,15586,15807,15819,15817,15837,15859,15793,15839,15822,15538,15822,15907,15834,15781,15844,15845,15801,15821,0,24
16894,15912,16128,15844,16043,15948,15833,15908,15849,15906,15820,15863,15779,15879,15824,15964,15899,15929,15728,15874,15925,15825,15923,15832,16071,15801,15974,15783,15907,16317,15957,11260,15847,15858,15857,15797,15809,15729,15817,15827,15850,15857,15820,15824,15804,15852,15814,15808,15828,15818,15836,15864,15797,15844,15825,15556,15827,15916,15833,15791,15844,15853,15801,15828,0,146
17769,15921,16129,15848,16046,15944,15841,15906,15853,15910,15824,15876,15865,15885,15827,15967,15902,15930,15733,15884,15927,15829,15924,15844,16076,15807,15978,15792,15908,15829,15963,11258,15845,15863,15864,15808,15809,15728,15820,15823,15858,15860,15822,15824,15809,15853,15828,15808,15830,15816,15832,15869,15800,15845,15826,15555,15827,15918,15839,15794,15848,15858,15806,15831,0,82
19135,15924,16130,15856,16049,15951,15843,15911,15860,15914,15829,15872,15839,15886,15837,15973,15910,15936,15738,15877,15929,15837,15927,15844,16077,15814,15982,15801,15906,16334,15957,11257,15845,15866,15862,15811,15812,15728,15825,15826,15859,15863,15838,15823,15809,15851,15830,15808,15832,15804,15839,15870,15800,15847,15823,15570,15828,15923,15841,15795,15843,15862,15807,15833,0,57
19868,15926,16131,15856,16049,15950,15585,15908,15856,15910,15830,15872,15806,15882,15835,15962,15907,15934,15735,15878,15926,15839,15925,15853,16077,15808,15973,15798,15910,15827,15960,11258,15843,15867,15860,15808,15806,15728,15820,15825,15858,15859,15831,15826,15811,15849,15825,15805,15831,15812,15834,15873,15796,15845,15822,15496,15827,15921,15840,15794,15845,15857,15802,15830,0,75
19585,15922,16127,15856,16050,15948,15843,15911,15856,15908,15826,15872,15790,15876,15834,15964,15902,15933,15738,15885,15924,15832,15929,15842,16073,15805,15979,15791,15913,16178,15956,11258,15842,15866,15861,15807,15808,15729,15827,15835,15861,15862,15825,15824,15808,15850,15828,15808,15830,15803,15839,15870,15800,15840,15822,15463,15826,15919,15835,15795,15845,15862,15803,15831,0,178
19074,15916,16126,15853,16047,15951,15849,15909,15859,15915,15824,15871,15809,15882,15837,15967,15902,15937,15733,15883,15930,15834,15924,15844,16080,15810,15983,15798,15913,15838,15968,11260,15847,15864,15867,15808,15809,15728,15821,15828,15863,15861,15822,15824,15811,15848,15587,15809,15832,15816,15840,15870,15799,15842,15826,15476,15828,15918,15838,15796,15846,15860,15806,15832,0,221
18748,16202,16128,15848,16046,15953,15848,15907,15852,15911,15826,15880,15820,15881,15834,15969,15903,15937,15729,15880,15925,15830,15930,15844,16078,15813,15981,15795,15916,16247,15963,11259,15844,15863,15862,15809,15809,15729,15824,15824,15857,15864,15828,15823,15811,15851,15821,15806,15829,15806,15836,15868,15797,15837,15825,15526,15829,15918,15836,15797,15845,15857,15805,15833,0,3
18902,15907,16134,15854,16050,15952,15850,15913,15859,15907,15830,15865,15798,15888,15834,15970,15909,15940,15737,15886,15927,15839,15922,15846,16076,15811,15981,15798,15915,15832,15962,11259,15846,15867,15861,15813,15807,15730,15825,15825,15858,15860,15828,15822,15809,15846,15615,15812,15833,15814,15839,15871,15801,15841,15827,15489,15827,15918,15840,15796,15842,15863,15804,15834,0,159
20113,15922,16127,15859,16049,15952,15576,15910,15855,15916,15835,15865,15806,15875,15832,15967,15903,15937,15737,15880,15931,15833,15928,15844,16078,15815,15984,15797,15915,16197,15963,11261,15847,15865,15865,15808,15808,15734,15825,15827,15860,15867,15830,15827,15813,15851,15831,15809,15831,15816,15841,15869,15802,15843,15828,15453,15828,15921,15837,15798,15846,15860,15803,15834,0,199
17722,15915,16117,15849,16043,15947,15833,15908,15847,15903,15823,15869,15803,15871,15826,15968,15895,15928,15725,15879,15925,15825,15924,15833,16072,15796,15976,15785,15913,15822,15940,11259,15847,15857,15858,15801,15809,15732,15816,15824,15852,15864,15821,15824,15804,15849,15815,15808,15825,15824,15841,15867,15797,15843,15821,15527,15829,15915,15838,15792,15846,15856,15804,15829,0,181
16683,15897,16124,15836,16040,15942,15836,15904,15840,15904,15817,15861,15804,15871,15817,15966,15889,15931,15719,15876,15920,15813,15916,15828,16073,15795,15974,15783,15916,15819,15955,11261,15843,15854,15860,15799,15807,15733,15816,15827,15847,15862,15820,15824,15799,15854,15819,15809,15820,15823,15838,15861,15797,15841,15822,15582,15825,15909,15838,15786,15845,15851,15802,15823,0,54
