0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15897,15954,15706,15892,15944,15818,15940,15839,16077,15810,15985,15793,15912,15824,15963,11172,15842,15839,15856,15798,15806,15728,15794,15813,15824,15845,15804,15819,15779,15842,15793,15796,15794,15816,15840,15842,15786,15828,15814,15585,15821,15894,15832,15776,15836,15841,15795,15809,0,91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7958,40753,7861,40717,40743,40686,40743,40699,8045,40680,40766,7907,40727,40938,7990,5587,40691,40692,40696,40670,40672,40634,40667,7908,40687,7923,40674,40676,40660,40689,40672,7898,7903,40671,40687,7925,40663,40688,40679,40554,40679,7953,7918,7890,40691,7924,40667,40676,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15920,15970,15729,15899,15959,15846,15950,15866,16089,15830,15993,15821,15923,15844,15979,11173,15846,15852,15862,15804,15805,15730,15797,15816,15836,15848,15814,15824,15786,15847,15807,15799,15807,15815,15841,15850,15788,15841,15818,15760,15824,15901,15837,15779,15841,15851,15795,15816,0,214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,15969,15731,15906,15951,15851,15949,15870,16094,15832,15991,15820,15929,15851,15981,11175,15847,15853,15859,15808,15808,15729,15802,15825,15841,15849,15818,15820,15792,15842,15810,15798,15811,15814,15842,15850,15792,15843,15816,15566,15820,15905,15841,15785,15848,15850,15802,15815,0,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7962,7984,7866,40721,7980,7923,7977,40706,8047,7919,7998,7911,40731,40696,7986,5589,7924,7925,40697,40672,40672,40632,7901,7906,7921,7925,40675,7911,40663,7922,40672,40668,40673,40673,7919,40695,40664,7919,40678,7917,40680,7952,40687,40658,40689,40693,7900,40677,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15919,15970,15725,15901,15959,15844,15954,15869,16089,15835,15993,15820,15930,16327,15981,11170,15846,15852,15861,15806,15809,15731,15801,15816,15840,15845,15812,15818,15790,15840,15810,15796,15809,15813,15841,15853,15785,15840,15824,15679,15825,15903,15841,15779,15847,15850,15799,15815,0,212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15915,15969,15724,15905,15960,15845,15949,15863,16085,15831,15997,15817,15926,15856,15983,11170,15843,15850,15860,15802,15811,15732,15802,15815,15838,15849,15813,15816,15784,15839,15798,15800,15805,15825,15835,15849,15792,15830,15822,15790,15822,15903,15837,15779,15842,15847,15799,15810,0,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15911,15965,15724,15896,15953,15839,15948,15861,16087,15820,15994,15811,15912,15839,15981,11176,15848,15847,15858,15801,15809,15735,15800,15817,15839,15849,15810,15816,15786,15840,15805,15800,15804,15802,15844,15848,15794,15838,15819,15489,15821,15903,15843,15779,15844,15850,15801,15812,0,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7955,40749,7857,40712,40746,40681,7974,7926,8042,40679,40764,40669,7958,40686,40755,5586,7921,40689,40695,40668,40669,40634,7896,40676,7914,40689,7903,7910,40659,40689,7897,7899,7904,7903,7919,40691,40661,7914,7909,7750,7909,7949,7917,40658,7921,7925,7899,7905,0,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15903,15955,15709,15892,15941,15818,15942,15845,16081,15807,15984,15797,15903,15826,15976,11177,15844,15837,15856,15794,15809,15729,15792,15814,15829,15845,15800,15820,15777,15839,15802,15796,15797,15815,15837,15844,15789,15832,15821,15722,15817,15893,15833,15779,15840,15844,15799,15808,0,211
