16272,15912,16145,15838,16046,15944,15841,15904,15848,15901,15811,15874,15810,15885,15817,15963,15888,15930,15716,15875,15927,15627,15918,15831,16067,15796,15959,15782,18178,16226,15942,11257,15842,15852,15850,15794,15804,15724,15814,15821,15845,15860,15810,15821,15808,15848,15816,15807,15822,15814,15835,15865,15800,15835,15821,15490,15826,15907,15836,15783,15845,15850,15802,15821,0,244
16270,16098,16146,15833,16042,15943,15833,15903,15848,15898,15818,15867,15781,15885,15817,15954,15890,15929,15721,15873,15924,15818,15919,15831,16070,15795,15958,15780,18370,16300,15942,11261,15841,15857,15858,15795,15804,15728,15812,15819,15848,15853,15816,15824,15801,15854,15813,15808,15821,15805,15839,15863,15797,15838,15825,15567,15824,15909,15832,15784,15843,15854,15805,15824,0,232
16283,15933,16148,15844,16046,15947,15844,15912,15854,15904,15820,15866,15766,15875,15826,15962,15896,15934,15732,15882,15924,15822,15926,15840,16072,15805,15961,15789,18456,16097,15953,11258,15845,15861,15859,15801,15807,15727,15819,15824,15853,15862,15820,15823,15809,15851,15821,15807,15828,15813,15842,15866,15797,15841,15823,15837,15825,15909,15830,15788,15847,15857,15803,15830,0,220
16298,15925,16149,15853,16050,15943,15843,15909,15855,15909,15828,15872,15763,15886,15832,15974,15897,15936,15732,15876,15922,15716,15927,15852,16075,15810,15965,15799,18566,16243,15951,11258,15844,15865,15860,15805,15805,15729,15823,15826,15859,15861,15824,15823,15813,15848,15821,15811,15833,15809,15836,15873,15798,15845,15821,15670,15827,15914,15840,15795,15844,15859,15803,15830,0,226
16302,15935,16156,15861,16055,15952,15570,15915,15859,15913,15838,15877,15793,15884,15838,15972,15906,15942,15739,15892,15939,15831,15931,15853,16081,15817,15965,15806,18701,16218,15962,11257,15847,15871,15863,15812,15810,15734,15829,15828,15862,15866,15840,15828,15826,15851,15827,15814,15837,15821,15844,15875,15801,15846,15830,15573,15831,15921,15840,15802,15847,15864,15807,15841,0,75
16293,15928,16150,15854,16052,15949,15555,15909,15854,15911,15833,15875,15824,15889,15835,15967,15907,15936,15736,15886,15932,15685,15928,15848,16074,15812,15966,15801,18795,15830,15957,11259,15846,15869,15862,15811,15807,15730,15825,15825,15861,15861,15831,15827,15815,15850,15829,15808,15835,15822,15836,15872,15798,15841,15824,15594,15827,15918,15840,15799,15841,15863,15806,15832,0,100
16293,15922,16150,15855,16051,15953,15509,15910,15858,15909,15831,15873,15783,15883,15835,15970,15902,15938,15733,15886,15933,15834,15928,15843,16074,15811,15966,15796,18859,16282,15957,11261,15845,15865,15862,15810,15809,15729,15823,15828,15859,15858,15827,15820,15813,15848,15822,15807,15831,15813,15840,15870,15799,15837,15824,15555,15827,15914,15837,15797,15845,15860,15809,15838,0,72
16292,15923,16153,15851,16049,15944,15509,15908,15857,15910,15830,15865,15772,15878,15830,15968,15901,15934,15730,15879,15923,15671,15924,15844,16075,15807,15968,15799,18899,15830,15951,11260,15844,15865,15861,15807,15807,15731,15819,15825,15856,15862,15828,15825,15814,15850,15825,15808,15831,15813,15841,15874,15800,15839,15823,15562,15825,15917,15841,15794,15847,15862,15805,15836,0,175
16292,15920,16149,15849,16051,15943,15848,15911,15857,15906,15826,15867,15810,15887,15827,15971,15908,15938,15730,15887,15927,15837,15922,15842,16076,15809,15967,15793,18890,16162,15957,11257,15844,15862,15860,15803,15807,15732,15820,15824,15853,15857,15831,15820,15813,15850,15828,15807,15832,15807,15835,15870,15801,15844,15828,15612,15828,15912,15834,15794,15845,15858,15806,15832,0,177
16297,15934,16147,15863,16053,15953,15573,15914,15862,15914,15838,15871,15817,15888,15835,15969,15910,15932,15738,15887,15932,15845,15928,15862,16071,15818,15971,15803,18896,16222,15954,11259,15846,15869,15868,15809,15807,15731,15824,15829,15860,15859,15832,15822,15820,15848,15829,15808,15835,15809,15842,15871,15800,15850,15822,15479,15828,15915,15840,15798,15845,15863,15807,15838,0,224
16289,15913,16147,15845,16047,15942,15569,15905,15851,15912,15827,15873,15800,15878,15826,15962,15894,15928,15726,15878,15922,15823,15922,15841,16071,15808,15964,15792,18866,15823,15942,11257,15844,15861,15859,15801,15804,15726,15817,15821,15853,15863,15820,15822,15811,15850,15818,15809,15827,15803,15840,15867,15799,15842,15821,15630,15827,15911,15829,15789,15842,15858,15805,15832,0,21
16277,15908,16146,15839,16044,15944,15539,15903,15842,15904,15823,15866,15820,15879,15821,15957,15889,15930,15722,15876,15923,15819,15919,15829,16072,15797,15960,15785,18751,15820,15941,11257,15844,15855,15850,15796,15803,15725,15813,15825,15847,15856,15823,15819,15805,15850,15816,15809,15822,15816,15837,15864,15797,15839,15823,15695,15824,15908,15835,15785,15841,15850,15799,15825,0,48
16268,15905,16143,15831,16040,15942,15841,15899,15848,15905,15816,15864,15815,15865,15821,15959,15885,15932,15717,15868,15919,15804,15920,15828,16063,15791,15957,15778,18584,15811,15933,11257,15841,15852,15851,15795,15803,15727,15809,15829,15847,15850,15815,15821,15799,15850,15805,15806,15821,15812,15838,15862,15798,15836,15819,15464,15819,15907,15835,15788,15840,15850,15801,15825,0,33
16267,15903,16138,15832,16042,15938,15672,15899,15839,15899,15811,15856,15824,15858,15815,15959,15885,15925,15716,15875,15918,15801,15920,15824,16067,15791,15959,15774,18383,16177,15939,11258,15841,15851,15857,15795,15803,15729,15809,15825,15847,15858,15814,15818,15799,15850,15583,15807,15818,15811,15837,15859,15799,15834,15822,15516,15824,15906,15835,15787,15846,15849,15801,15824,0,76
16276,15903,16147,15833,16041,15946,15593,15901,15846,15902,15814,15866,15790,15874,15813,15957,15888,15933,15720,15877,15922,15612,15922,15828,16069,15793,15965,15780,18213,16212,15932,11257,15843,15856,15855,15793,15805,15727,15815,15828,15847,15853,15817,15821,15802,15850,15829,15809,15822,15816,15832,15858,15797,15838,15822,15539,15825,15906,15829,15782,15842,15853,15799,15827,0,251
16271,15907,16150,15838,16042,15946,15670,15901,15843,15900,15816,15872,15809,15877,15822,15963,15891,15932,15722,15874,15920,15813,15922,15826,16071,15795,15957,15783,18045,15830,15942,11259,15842,15856,15861,15801,15804,15726,15813,15821,15849,15854,15816,15821,15809,15846,15818,15808,15827,15810,15841,15863,15797,15841,15822,15661,15825,15905,15833,15785,15838,15854,15801,15829,0,124
16267,15912,16144,15831,16043,15939,15592,15894,15847,15900,15814,15857,15780,15874,15820,15957,15887,15927,15719,15876,15921,15816,15914,15831,16064,15798,15954,15783,17886,16308,15948,11259,15837,15852,15856,15795,15802,15723,15812,15818,15844,15855,15813,15819,15804,15844,15815,15806,15822,15801,15835,15857,15797,15835,15818,15675,15820,15902,15830,15785,15838,15849,15799,15822,0,238
16276,16027,16147,15837,16045,15945,15847,15906,15849,15908,15812,15861,15809,15881,15816,15960,15890,15929,15721,15875,15921,15818,15919,15832,16068,15795,15959,15783,17730,16083,15948,11259,15843,15855,15860,15796,15803,15727,15813,15826,15849,15859,15814,15823,15809,15850,15820,15807,15820,15806,15833,15861,15797,15840,15822,15535,15829,15906,15834,15787,15842,15853,15803,15823,0,180
16269,15905,16149,15832,16047,15941,15832,15905,15846,15906,15817,15860,15766,15878,15822,15961,15888,15927,15718,15877,15929,15813,15917,15830,16067,15796,15964,15784,17536,15804,15937,11258,15842,15854,15852,15794,15803,15726,15811,15824,15847,15860,15821,15820,15805,15848,15818,15809,15821,15806,15838,15862,15797,15840,15821,15514,15827,15908,15832,15786,15843,15852,15803,15823,0,153
16280,15916,16147,15851,16049,15947,15651,15906,15849,15910,15826,15865,15819,15878,15829,15970,15895,15932,15723,15882,15926,15830,15921,15843,16071,15803,15963,15787,17438,16166,15956,11257,15842,15863,15860,15804,15804,15729,15817,15821,15856,15859,15822,15819,15808,15850,15822,15809,15831,15807,15832,15867,15801,15837,15822,15516,15829,15909,15833,15792,15846,15859,15804,15828,0,153
